FWK_CODE_K	%ivk07_Wein	%ivk07_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk07_Nutzpflanzen	%ivk07_Obst_und_Gemuese	%ivk07_Oelsaaten	%ivk07_Pflanzenzucht	%ivk07_sonstige_Flaechen	%ivk07_sonstige_Handelsgewaechse	%ivk07_Teichflaechen	%ivk07_unbekannt	%ivk07_Ackerfutter	%ivk07_Flaechenstilllegung	%ivk07_Getreide	%ivk07_Gruenland	%ivk07_Hackfruechte	%ivk07_Huelsenfruechte	%ivk07_Klee	%ivk07_Mais	%ivk07_mehrjaehrige_Graeser	%ivk13_Wein	%ivk13_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk13_Nutzpflanzen	%ivk13_Obst_und_Gemuese	%ivk13_Oelsaaten	%ivk13_Pflanzenzucht	%ivk13_sonstige_Flaechen	%ivk13_sonstige_Handelsgewaechse	%ivk13_Teichflaechen	%ivk13_unbekannt	%ivk13_Ackerfutter	%ivk13_Flaechenstilllegung	%ivk13_Getreide	%ivk13_Gruenland	%ivk13_Hackfruechte	%ivk13_Huelsenfruechte	%ivk13_Klee	%ivk13_Mais	%ivk13_mehrjaehrige_Graeser	%Bergbaubetrieb	%FlaecheBesondererFunktionalerPraegung	%FlaecheGemischterNutzung	%Friedhof	%Halde	%IndustrieUndGewerbeflaeche	%SportFreizeitUndErholungsflaeche	%TagebauGrubeSteinbruch	%Wohnbauflaeche	%Gehoelz	%Heide	%Landwirtschaft	%Moor	%Sumpf	%UnlandVegetationsloseFlaeche	%Wald	%Weg	%Straﬂenverkehr	%Schiffsverkehr	%Platz	%Flugverkehr	%Bahnverkehr	Flieﬂgewaesserdis	Hafenbeckendis	stehende_Gewaesserdis
IS238	0	0	0	0	0	0	0.043404012	0	0	1.526892315	5.451288032	0.280289357	8.012885746	82.85817015	0	0	1.827070386	0	0	0	0	0	0	0	0	0.020335505	0	0	0.087445789	8.473378625	0	9.965244223	79.57841999	0	0	1.875175865	0	0	0	0.385857142	3.149032556	0.00689616	0	0.643798868	0.604651021	0	3.813719559	3.960298379	0	52.74964978	0.373994335	0.240701487	4.991322562	22.08644976	1.402116602	2.125153773	0	0.117306175	0	0.269955162	1.516654896	0	1.562441784
IS272	0	0.353216311	0	1.391347797	2.711553484	0.058839095	0.15100096	0.077775989	0	1.396071592	6.700059362	8.5475986	36.82646151	26.53715195	6.859249517	0.659741737	1.425421152	6.304510941	0	0	0	0	1.599699724	4.330343939	0	0.153042597	0.038294664	0	0.632583493	11.66871582	2.420677122	34.0695459	27.11882668	5.783700728	0.182415072	1.28140897	10.35593496	0.364810334	0	1.171116191	3.463834423	0.07705199	0	2.063426007	3.844694084	0	14.66887305	4.33463389	0.032909193	43.65247698	0.173911028	0.002657747	7.282249677	8.372196406	1.461997658	5.785646735	0	0.316098568	0	0.702210899	1.518266266	0	1.075749201
IS274	0	0	0	0	0	0	0.424760215	0	0	1.201010327	0	12.14968106	29.14288283	54.21333499	0	0	0	2.868330584	0	0	0	0	0	0	0	0	0	0	0	5.815383836	3.800375426	32.13990279	58.24433795	0	0	0	0	0	0	0.079110697	1.607949588	0.026649848	0	2.760129738	1.07462958	0	0.708378141	4.679673922	0	15.30876788	12.32659592	0.148322614	5.809188065	45.6482485	1.003989001	2.22434228	0.068726515	0.173364297	0	0.576599606	5.343880327	0.083442384	0.348011099
IS306	0	0	0	0	5.217926705	0	0.113186095	0	0	3.313052026	8.613559545	3.659773711	35.23953158	37.22086058	0	0.603968208	0	6.018141555	0	0	0	0	0	3.870043854	0	0	0	0	3.278861254	8.306310811	0.276113813	35.59271579	36.29268754	1.624542371	0.300954383	0.867932261	9.471863988	0.117973944	0	0.637724622	2.261034151	0.133932295	0	0.635589936	0.69236849	0	5.906540719	2.595018051	0	67.47523614	0	0	4.707287279	8.708504014	1.362664246	2.369550584	0	0.012396952	0	0	2.132570639	0	0.369581887
IS308	0	0.06231269	0.277455097	0.161787913	0.890720013	0	0.097742245	0	0	0.995235729	9.020818152	7.259445678	24.36768231	49.89149005	0.151596372	0.902266881	1.646990786	4.274456085	0	0	0	0.033644746	0	1.532456532	0.196625273	0.184972858	0	0	0.070450613	9.761526027	0.842575287	26.54977462	50.17699908	0.00910558	0	3.070969707	7.23113556	0.339764117	0	0.610124212	3.238688834	0.076530602	0	1.329649692	1.12475854	0	4.569534428	3.042766534	0	66.05484733	0.106473927	0	7.433843654	2.822450923	1.11895112	2.587766496	0	0.383185192	0	0.241918	4.818740669	0	0.439769843
IS320	0	0	1.10889022	0	6.899351539	0.015178889	0.055529645	0	0	0.213248532	8.898692259	5.963431736	36.51279871	34.67350394	0	0.382190337	1.722937571	3.554246625	0	0	0	1.153853653	0	4.302164586	0.06317186	0.765215505	0	0	0.225508566	11.92315098	2.288714206	34.95946318	33.82211127	0.423089202	0.509151818	0.827944936	8.617743551	0.118716691	0	0.128667754	3.977698396	0.022789877	0	0.965449579	0.334674234	0.732258585	2.613128908	2.874180279	0.016345105	56.90194352	0.071848359	0.130447505	7.900047433	16.30226791	1.251273274	3.415982744	0	0.020450756	0	0	1.841290324	0	0.499255452
IS328	0	0.127759103	7.029833189	0	8.847693842	0	0.039001734	0	0	0.158417678	7.37907304	5.651191166	33.94691037	30.82908206	0.128427813	0.094005695	0.768486756	5.000117554	0	0	0.126770883	7.181379746	0	4.118535343	0.355013833	0.081867663	0	0	0.19246738	6.327836673	2.934567644	34.1261626	31.53458654	0	0	1.512673912	11.42368008	0.084457703	0	0.182509439	5.023626956	0.067962769	0	1.087333237	0.449451401	0.108116974	4.589202281	3.385498231	0	54.40939286	0.077247443	0	9.209907504	14.83977102	1.037613086	4.214686987	0	0.021855043	0	0	1.075961684	0	0.219863081
IS355	0	0	0	0	9.855738666	0.053414848	0.370128484	0	0	0.530646065	10.27074769	6.480750614	39.00069294	13.27155658	0.93822958	4.736299547	2.625717851	11.86607713	0	0	0	0	0.141415017	11.00935679	0.160936084	1.019973096	0	0	0.065321563	12.63144791	1.760448461	39.06645721	14.78623093	1.153254021	0.483262925	1.76244815	15.95944784	0	0	0.65720741	5.557614361	0.102801047	0	2.262115928	1.140764246	0.179996681	11.98284675	3.250684876	0	40.75300585	0	0	9.984205601	13.76114644	1.202429345	5.914858534	0	0.169529492	0	0.889155614	2.045720759	0	0.145917064
IS400	0	0	0	4.436820585	1.535183321	0.110775861	0.238222922	0	0	0.118868638	2.033722733	14.77149154	41.73618785	3.872581901	19.88931412	1.476774859	0.04231095	9.73284614	0.004898581	0	0	0	7.859214097	0.286695713	0.027760431	1.011975749	0	0	0.195474767	3.5924337	4.419187743	45.12947299	3.631450531	17.19890194	0.901800913	0.435793725	15.30983771	0	0	0.038886844	3.06531975	0.011539789	0	0.346703916	0.149373084	0	2.968760784	1.238683617	0	77.14322245	0	0	4.753439937	3.126912585	2.694503255	2.858960435	0	0.011862074	0	0.085860568	0.765159864	0	0.740811052
IS166	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0.083391299	0.024042047	0	0	7.02765674	0.091196602	0	1.739348737	2.926628294	0	20.5268362	0	0	13.74562583	48.05862473	1.543011767	2.218779037	0	0.42307142	0	0	1.457181569	0	0.134605728
IS335	0	0	0	0	26.84041853	0	0	0	0	0	7.082787799	13.42776928	38.30451629	12.20629124	0	0	0	2.138216859	0	0	0	0	0	18.77690282	0	0	0	0	0	1.146455961	0	49.75381067	17.82355972	0	0	0	12.49927083	0	0	0	0.539590497	0	0	0.451046227	0.322025307	0	1.428584867	1.236354673	0	29.60920635	0	0	8.232894365	39.0572184	1.077456155	1.897254208	0	0	0	0	15.18457321	0	0.963795752
IS385	0	0.016263193	0	3.477643901	3.726819009	0	0.056704981	0	0	0.523956235	6.48556141	6.904325941	46.69758959	7.257811794	6.996784263	0.362892945	1.189485703	16.30416104	0	0	0.040847641	0.08745239	4.250724077	2.322386692	0.001601277	0.001422806	0	0	0.209559395	6.698666711	3.566028496	47.87641211	6.894306072	6.201714127	0.912607151	0.69245803	20.21020744	0.033605575	0	0.389700368	2.661903496	0.010416952	0	2.770405584	0.792847556	0	7.025741687	4.943830194	0	50.62717954	0	0	8.087893262	9.535089994	1.757391685	3.841016943	0	0.111896311	0	0.386637062	5.349102599	0	1.708946772
IS090	0	0	0	0	0	0	0	0	0	4.098643764	0	0	0	95.90135624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96999046	0	0	0	98.03000954	0	0	0	0	0	0	0.327650209	0.931179389	0	0	3.486572342	0.741642569	0.005195269	4.320416772	17.44897391	1.607586422	26.04277575	0	0	11.5634761	13.43080033	1.636150533	4.688853622	0	0.274620024	0	0.460302781	12.55600356	0	0.477800422
IS087	0	0	0	0	0	0	5.717197064	0	0	0.68498239	0	0	0	93.59782055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0.053739922	0.090870377	0	0	0.509017319	0.095772094	0.269974875	0.245308476	13.42751976	3.275307891	22.09974236	0	0	18.92291523	25.66533235	1.161412115	0.683820049	0	0.080584395	0	0	13.39770907	0	0.020973717
IS213	0	0	0	0	8.706162832	0	0.047419652	0.052351795	0	0.233232362	9.150645656	6.925788808	38.3769641	25.50586904	1.076871192	0.261127531	2.140308489	7.523258543	0	0	0.173273064	0	0	8.055344454	0	0.032312504	0	0	0.603534853	11.99961727	0.747942292	40.4944373	22.81817124	1.719344218	0.752587045	1.863761786	10.73967397	0	0	0.529180694	2.1008363	0.012753343	0	1.705044921	3.280101914	0.098185818	4.999294156	6.833041845	0.007550383	40.85331345	0	0	7.486742085	17.01325954	2.03472083	3.035783463	0	0.197995711	0	0.101829839	7.776134205	0	1.9342315
IS239	0	0	0	0	0	0	0	0	0	1.871079693	3.879447948	0	3.624341801	89.26098662	0	0.180218398	1.183925544	0	0	0	0	0	0	0	0	0	0	0	0.656302601	5.38378278	0	3.999445855	88.97016603	0	0	0.990302732	0	0	0	0.185321204	0.77967073	0	0	0.078376672	0.290339778	0	3.977180783	1.295054393	0	71.90959079	0	0.001444288	2.9265771	13.83354359	1.446445238	1.673649567	0	0	0	0.066169074	1.092849628	0	0.44378717
IS244	0	0	0	0	1.101446167	0	0.154194113	0	2.595680639	3.168910384	3.831834708	1.001943842	10.69901141	71.02686648	0	0	3.944468994	2.475643266	0	0	0	0	0	0.193602327	0	0.007274289	0	0	1.047633928	5.781023216	0.154938591	13.6264399	72.08853968	0	0	4.544444918	2.556103152	0	0	0.440760207	2.372801442	0.006759457	0	0.577224053	1.01299798	0.02271699	4.170557875	6.846703463	0	37.65097994	2.209109513	2.663239913	6.682669919	26.5297404	1.263357173	1.701146404	0	0.144879438	0.195966128	0.116458421	2.103671666	0	3.288259621
IS271	0	0	0	2.187301246	9.341624914	0	0.015296881	1.303581816	0	9.692658946	3.858360216	13.30231513	40.52871634	15.05054934	1.360030417	0	0	3.359564758	0	0	0	0.5466275	1.111856704	2.4390985	0.043925471	0.234436037	1.452489847	0	0.493654546	4.207190141	1.738387009	50.22395272	20.37322222	0.098708194	0	3.533111567	13.50333954	0	0	6.248723342	5.415166745	0.593147385	0	4.935624191	10.60868391	0	28.49381736	3.440500468	0	17.16573693	0	0	4.151458444	2.577707811	1.38271032	9.976025381	0	0.455570299	0	0.811073562	2.717429679	0	1.026624171
IS273	0	0	0	0	2.235715952	0.534259572	0	0	0	0.899764126	3.107996241	6.72114389	13.33084265	46.53822213	0	3.649046036	9.371873784	13.61113562	0	0	1.275710637	0	0	2.291365201	0	0	0	0	10.85559336	3.49992595	1.446519981	27.08342448	40.92771242	0.247492022	0	1.3391467	11.03310925	0	0	0	1.863266361	0	0	1.380024343	5.390106801	0	9.457854019	4.513202839	0	53.92639974	0.287945548	0	9.391971763	8.114493887	1.119254586	2.123376192	0	0.124958376	0	0.622459645	0.698173227	0	0.986512669
IS285	0	0	0	0	0	0	0	0	0	2.848682281	6.125139884	0	2.789304894	87.14034023	0	0	1.096532707	0	0	0	0	0	0	0	0	0	0	0	0	11.21852823	0.134035182	2.683459272	84.74874459	0	0	1.215232718	0	0	0	0.000260134	1.03784887	0	0	0.241069536	0.046236782	1.012859169	0.146297564	3.104215067	0	57.04435503	1.186376619	2.349510339	2.36621199	23.89462424	0.911141747	1.016126579	0	0	0	0	0.835808311	0	4.807058017
